id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,subscribe
416,53,technician,married,university.degree,no,no,no,telephone,jun,tue,2025,0,68,6,nonexistent,1.4,95.43,-49.1,0.67,4935.4,no
417,48,housemaid,married,high.school,no,yes,no,cellular,aug,mon,117,1,976,0,nonexistent,1.4,93.63,-34.54,5.2,5024.2,no
418,54,admin.,divorced,high.school,no,no,no,telephone,jun,wed,152,1,1013,0,nonexistent,1.4,94.46,-43.17,4.9,5144.45,no
419,30,admin.,married,high.school,no,yes,no,telephone,jun,tue,3382,9,733,0,failure,1.4,92.81,-31.33,1.82,5079.58,no
420,68,services,married,professional.course,yes,unknown,unknown,cellular,apr,wed,157,36,1027,0,nonexistent,1.4,90.54,-36.93,4.73,5400.62,no
421,25,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,4469,4,255,4,success,-1.8,89.66,-27.22,4,5076.2,no
422,25,admin.,single,high.school,unknown,no,no,cellular,may,thu,4471,3,333,4,success,-1.8,93.92,-36.57,3.93,4799.05,no
423,43,unemployed,married,unknown,no,yes,yes,cellular,aug,thu,1669,3,565,4,failure,-2.9,89.83,-39.77,2.95,5077.13,yes
424,28,admin.,married,university.degree,no,no,no,telephone,may,fri,4669,0,24,5,nonexistent,1.1,94.98,-45.77,3.49,5064.6,yes
425,42,self-employed,married,university.degree,no,no,no,telephone,may,tue,159,0,120,3,nonexistent,1.1,89.83,-47.19,3.78,5313.77,no
426,47,blue-collar,married,basic.9y,no,yes,yes,telephone,may,fri,132,3,959,0,nonexistent,1.1,89.29,-37.85,4.68,4931.45,no
427,36,management,married,university.degree,no,no,yes,cellular,nov,wed,1777,2,524,0,success,-0.1,95.37,-36.01,3.33,4904.77,no
428,61,admin.,single,high.school,no,no,yes,telephone,may,tue,492,1,1044,0,nonexistent,1.1,89.38,-36.61,5.06,5232.52,no
429,53,admin.,single,basic.9y,no,no,no,telephone,may,wed,266,1,983,0,nonexistent,1.1,89.85,-36.47,4.66,5087.18,no
430,67,retired,married,university.degree,no,yes,no,cellular,oct,thu,4400,0,210,5,nonexistent,-3.4,96.4,-45.4,3.15,4844.73,no
431,28,blue-collar,single,high.school,no,no,no,cellular,may,thu,1180,0,464,4,success,-1.8,93.32,-30.53,1.54,5164.24,no
432,35,admin.,single,university.degree,no,no,no,cellular,jun,mon,155,0,999,1,failure,-2.9,96.86,-41.81,1.23,5091.42,no
433,51,blue-collar,married,university.degree,no,no,yes,telephone,may,thu,2175,3,578,3,failure,1.1,96.07,-39.44,3.6,4954.2,no
434,37,self-employed,divorced,high.school,no,no,no,cellular,sep,tue,263,1,3,1,success,-3.4,89.79,-30.36,0.75,5208.16,yes
435,68,technician,married,unknown,no,no,no,cellular,dec,thu,4556,3,623,6,success,-3,90.96,-43.89,1.47,5247.06,no
436,34,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,254,4,316,5,success,-1.8,89.52,-37.92,3.85,5214.43,no
437,50,management,married,university.degree,no,yes,no,cellular,jul,mon,1547,0,667,3,failure,1.4,90.14,-29.08,5.14,4877.76,no
438,40,services,married,high.school,no,no,yes,telephone,may,thu,1193,3,897,0,failure,1.1,96.66,-30.89,4.8,5165.96,no
439,31,admin.,single,high.school,no,yes,no,cellular,jul,wed,927,1,978,0,nonexistent,1.4,91.75,-42.87,5.12,5306.52,yes
440,35,technician,married,basic.9y,no,yes,no,cellular,jul,mon,468,1,1009,0,nonexistent,1.4,97.48,-44.32,4.78,5405.85,no
441,61,self-employed,married,basic.6y,yes,unknown,unknown,cellular,sep,wed,519,3,1024,0,nonexistent,1.4,89.78,-42.1,4.89,5102.62,yes
442,60,services,married,basic.6y,no,yes,no,cellular,may,fri,44,2,1018,0,nonexistent,-1.8,88.43,-47.3,1.28,4854.34,no
443,39,technician,divorced,university.degree,unknown,yes,no,cellular,aug,mon,66,2,1039,0,nonexistent,1.4,90.45,-36.89,4.95,5458.13,no
444,42,admin.,single,high.school,no,no,no,telephone,may,wed,595,2,957,0,nonexistent,1.1,92.67,-37.67,4.71,5237.71,no
445,59,services,married,high.school,no,yes,no,cellular,jul,fri,1014,30,743,3,failure,1.4,91.84,-41.41,4.38,4928.7,no
446,34,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,122,2,963,0,nonexistent,1.1,93.43,-36.54,4.78,5087.18,no
447,28,services,married,high.school,no,yes,no,cellular,may,thu,332,1,1024,0,nonexistent,-1.8,95.95,-45.32,1.2,5257.17,no
448,40,management,married,university.degree,no,yes,no,cellular,may,thu,191,1,972,0,nonexistent,-1.8,93.54,-46.33,1.35,5267.37,no
449,53,technician,married,professional.course,no,no,no,cellular,jul,thu,348,1,928,0,nonexistent,-2.9,95.21,-27.07,4.43,5053.91,yes
450,28,technician,divorced,professional.course,no,yes,no,cellular,may,tue,417,0,1017,0,nonexistent,-1.8,95.4,-46.8,1.25,4986.91,no
451,38,blue-collar,married,basic.6y,no,yes,no,cellular,oct,thu,4238,0,789,0,success,-3.4,98.15,-34.91,2.32,5035.57,no
452,39,technician,married,professional.course,no,no,no,telephone,oct,thu,1022,1,809,6,success,-0.1,97.79,-27.4,4.45,5288.39,yes
453,31,technician,single,university.degree,no,yes,no,cellular,may,fri,590,7,882,3,failure,-1.8,92.88,-46.47,0.87,5213.96,yes
454,74,retired,married,university.degree,no,yes,no,cellular,oct,fri,4244,1,385,3,failure,-1.1,92.56,-26.81,2.24,5355.2,no
455,33,unemployed,married,basic.9y,unknown,no,no,telephone,may,fri,458,1,1012,0,nonexistent,1.1,92.49,-37.81,4.8,5191,no
456,30,entrepreneur,married,basic.9y,unknown,no,no,telephone,may,fri,134,1,1016,0,nonexistent,1.1,97.56,-35.92,5.02,5315.58,no
457,35,technician,married,professional.course,no,yes,no,telephone,may,thu,2053,2,972,6,success,1.1,96.31,-32.24,2.99,4880.09,no
458,31,blue-collar,married,high.school,no,yes,no,cellular,jul,tue,2176,4,682,2,success,1.4,91.2,-41.92,0.96,4875.39,no
459,53,admin.,unknown,basic.4y,yes,yes,yes,telephone,sep,wed,340,41,1038,0,nonexistent,1.4,91.1,-41.76,5.14,5473.82,yes
460,27,admin.,single,high.school,no,no,no,telephone,mar,fri,231,2,993,0,nonexistent,-1.8,90.24,-48.15,1.46,5348.95,yes
461,36,blue-collar,married,basic.4y,no,unknown,unknown,cellular,may,thu,145,0,988,0,nonexistent,-1.8,95.12,-45.22,1.23,4986.91,no
462,33,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,1317,4,767,6,success,1.4,91.36,-27.61,4.98,5069.56,no
463,49,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,wed,220,2,695,3,success,-1.8,92.7,-29.07,2.54,4846.43,no
464,24,services,married,high.school,no,no,no,cellular,may,thu,2178,3,295,2,success,-1.8,91.39,-30.66,1.84,5035.39,no
465,30,technician,married,basic.9y,no,yes,no,cellular,sep,wed,150,0,6,1,success,-1.1,98.24,-37.42,0.9,4874.25,yes
466,51,management,divorced,university.degree,no,no,no,telephone,may,tue,301,1,969,0,nonexistent,1.1,91.83,-35.16,4.85,5097.56,no
467,47,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,tue,4336,2,954,2,failure,1.4,90.43,-37.13,0.62,4999.15,no
468,34,blue-collar,single,basic.9y,unknown,no,no,cellular,jul,mon,54,10,1024,0,nonexistent,1.4,92.88,-44.19,4.85,5039.88,no
469,48,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,240,2,1043,0,nonexistent,-1.8,89.73,-43.89,1.34,5083.8,no
470,73,unknown,single,unknown,unknown,unknown,unknown,telephone,jun,tue,886,18,1019,0,nonexistent,1.1,90.23,-37.6,4.92,4941.83,yes
471,28,admin.,single,university.degree,unknown,yes,no,cellular,aug,fri,2534,1,891,4,success,1.4,93.04,-40.25,3.91,5030.38,no
472,36,blue-collar,single,professional.course,no,no,no,cellular,jun,mon,73,1,993,0,nonexistent,-2.9,92.77,-39.04,1.32,5284.32,no
473,28,blue-collar,married,high.school,no,yes,no,cellular,may,wed,67,0,1031,0,nonexistent,-1.8,92.8,-44.3,1.26,5144.99,no
474,47,admin.,single,high.school,no,no,no,cellular,may,mon,4120,0,855,1,nonexistent,-1.8,93.74,-34.85,4.89,5040.19,no
475,36,technician,married,professional.course,no,no,no,cellular,jul,wed,3880,2,289,6,success,1.4,92.01,-35.53,3.9,5360.77,no
476,30,admin.,divorced,high.school,no,no,no,cellular,nov,wed,129,2,1011,0,nonexistent,-0.1,90.31,-40.65,4.29,5190.6,no
477,31,management,married,professional.course,no,no,no,cellular,may,thu,1644,0,638,4,success,-1.8,97.26,-27.32,1.01,5299.79,no
478,29,admin.,single,university.degree,unknown,yes,no,telephone,jul,mon,264,2,976,0,nonexistent,1.4,92.13,-42.61,4.81,5228.1,no
479,30,housemaid,married,high.school,unknown,no,no,telephone,may,thu,156,1,954,0,nonexistent,1.1,93.9,-36.98,4.83,5341.53,no
480,41,services,married,basic.4y,no,yes,no,cellular,nov,mon,1998,0,775,1,nonexistent,-0.1,89.05,-40.06,4.67,5056.21,no
481,55,management,married,university.degree,no,yes,no,cellular,apr,thu,299,1,1018,0,nonexistent,-1.8,93.81,-45.82,1.33,5043,no
482,56,admin.,married,unknown,no,yes,no,cellular,aug,mon,485,1,1044,0,nonexistent,1.4,93.72,-35.66,4.86,5264.69,no
483,40,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,3533,0,720,0,nonexistent,-1.8,97.07,-29.99,2.42,4826.86,no
484,32,admin.,married,unknown,no,unknown,unknown,telephone,may,fri,4672,1,862,3,failure,1.1,91.49,-41.07,2.29,5168.15,no
485,38,unknown,divorced,high.school,unknown,yes,no,telephone,may,wed,109,2,973,0,nonexistent,1.1,96.06,-36.43,4.63,5139.09,no
486,38,management,unknown,illiterate,yes,no,no,cellular,mar,mon,300,54,994,0,nonexistent,1.1,91.73,-34.87,5.07,5232.52,yes
487,34,blue-collar,single,high.school,no,no,yes,telephone,may,mon,4554,1,683,2,nonexistent,1.1,89.97,-28.35,2.55,5194.92,no
488,49,services,married,high.school,unknown,no,no,cellular,nov,fri,62,2,958,0,nonexistent,-0.1,92.82,-43.76,4.09,5008.75,no
489,35,technician,married,university.degree,no,yes,no,cellular,nov,fri,300,0,1047,0,nonexistent,-3.4,93.2,-30.13,0.74,5238.27,no
490,55,technician,married,university.degree,no,no,no,telephone,may,mon,3911,0,428,0,nonexistent,1.1,88.72,-40.5,1.08,5135.3,no
491,31,entrepreneur,single,high.school,no,no,yes,cellular,jul,tue,282,4,1041,0,nonexistent,1.4,93.91,-42.52,5.08,5426.76,no
492,27,admin.,single,high.school,no,yes,no,cellular,may,thu,1121,2,741,3,nonexistent,-1.8,89.89,-51.57,1.64,5080.48,yes
493,42,technician,single,university.degree,no,yes,no,telephone,jul,fri,1608,6,976,6,nonexistent,1.4,96.35,-31.81,1.57,5396.96,no
494,67,retired,married,professional.course,no,no,no,cellular,mar,tue,2977,0,517,5,success,-1.8,96.85,-50.19,3.3,4999.08,no
495,36,services,married,university.degree,no,no,yes,cellular,jun,tue,244,1,2,1,success,-2.9,89.98,-42.75,1.26,5309.7,yes
496,31,student,single,university.degree,no,yes,no,cellular,jul,thu,333,1,991,0,nonexistent,1.4,91.28,-42.78,4.99,5207.18,no
497,32,admin.,single,university.degree,no,yes,yes,cellular,jul,fri,107,0,991,0,nonexistent,1.4,94.38,-43.98,5.14,5254.24,no
498,56,unknown,married,unknown,no,no,no,cellular,aug,wed,999,1,466,2,nonexistent,-1.7,88.37,-30.38,3.88,5306.47,yes
499,34,blue-collar,single,basic.9y,unknown,no,no,telephone,may,tue,4244,1,680,3,success,1.1,96.58,-30.11,1.4,5222.58,no
500,37,entrepreneur,divorced,high.school,no,no,no,telephone,may,wed,714,2,708,5,success,1.1,95.54,-37.67,1.27,4975.97,no
501,39,admin.,single,high.school,no,yes,no,cellular,may,wed,127,3,979,0,nonexistent,-1.8,97.16,-44.25,1.23,4986.91,no
502,38,entrepreneur,married,basic.9y,no,yes,no,cellular,nov,tue,620,1,531,2,success,-0.1,91.38,-37.03,2.4,4909.64,no
503,39,unknown,single,basic.4y,no,yes,unknown,telephone,may,fri,120,54,997,0,nonexistent,1.1,92.58,-37.49,5.09,5170.23,yes
504,35,admin.,married,high.school,no,no,no,cellular,oct,thu,570,0,915,5,failure,-3.4,93.15,-43.22,0.92,5008.57,no
505,56,technician,married,professional.course,no,yes,no,cellular,aug,thu,1026,2,159,2,failure,1.4,94.17,-35.19,4.74,4918.8,no
506,31,student,single,university.degree,no,no,no,cellular,apr,thu,194,0,996,0,nonexistent,-1.8,94.47,-47.47,1.39,5201.08,no
507,37,blue-collar,married,basic.9y,no,unknown,unknown,cellular,apr,fri,337,2,1027,0,nonexistent,-1.8,93.91,-45.49,1.5,4981.82,no
508,30,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,3090,2,71,1,nonexistent,1.1,94.74,-40.03,2.52,5305.71,no
509,37,technician,single,professional.course,unknown,no,no,cellular,aug,mon,3048,1,508,1,nonexistent,1.4,89.92,-45.46,4.55,5321.66,no
510,40,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,wed,186,1,962,0,nonexistent,1.4,92.67,-43.01,4.85,5212.41,no
511,29,admin.,single,university.degree,no,yes,no,cellular,may,tue,2412,1,132,1,success,-1.8,93.82,-31.8,4.1,5125.79,no
512,55,services,married,high.school,unknown,no,no,cellular,apr,fri,406,1,973,1,failure,-1.8,93.26,-46.2,1.37,5323.46,no
513,30,blue-collar,single,high.school,no,no,yes,cellular,may,wed,2052,1,699,6,success,-1.8,97.55,-33.34,0.93,5421.52,no
514,34,technician,married,professional.course,no,no,yes,cellular,aug,thu,890,1,969,0,nonexistent,1.4,89.14,-36.28,4.74,5018.97,no
515,25,admin.,married,high.school,no,yes,no,telephone,jun,fri,2287,2,625,2,failure,1.4,93.83,-44.61,1.63,5105.02,no
516,44,housemaid,married,basic.4y,unknown,yes,no,cellular,jul,mon,57,8,955,0,nonexistent,1.4,91.47,-44.83,5.21,5128.76,no
517,40,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,4237,3,587,2,failure,-0.1,96.79,-37.51,3.59,5126.61,no
518,22,unknown,divorced,basic.4y,yes,unknown,no,cellular,jul,fri,1346,46,815,4,nonexistent,-2.9,95.61,-35.21,4.67,5075.82,no
519,48,technician,married,professional.course,unknown,yes,no,telephone,may,thu,295,1,754,1,success,1.1,97.88,-38.3,1.77,4962.39,no
520,35,services,married,high.school,no,no,no,telephone,may,thu,4565,3,167,0,nonexistent,1.1,95.38,-35.56,1.2,5172.85,no
521,57,technician,married,high.school,no,yes,no,cellular,aug,thu,256,0,983,0,nonexistent,1.4,96.06,-35.73,4.84,4971.92,no
522,50,blue-collar,married,high.school,no,yes,no,telephone,jun,thu,732,2,1041,0,nonexistent,1.4,92,-40.16,5.12,5348.34,no
523,29,technician,married,high.school,unknown,yes,yes,telephone,may,tue,1051,5,73,1,nonexistent,-1.8,88.66,-47.78,3.28,5073.39,no
524,44,admin.,married,university.degree,no,no,no,cellular,jul,tue,499,1,956,0,nonexistent,1.4,97.48,-40.94,4.82,5212.41,no
525,33,technician,married,professional.course,no,yes,no,cellular,may,mon,662,2,971,0,nonexistent,-1.8,94.84,-44.44,1.27,5175.58,yes
526,40,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,401,0,973,0,nonexistent,1.4,99.09,-41.92,4.86,5416.31,no
527,53,services,married,high.school,no,no,no,cellular,nov,mon,616,0,274,0,nonexistent,-0.1,91.65,-29.73,3.83,5115.62,no
528,39,self-employed,married,professional.course,unknown,no,no,cellular,apr,tue,3174,0,736,0,nonexistent,-1.8,95.61,-27.14,5.14,4880.06,no
529,35,technician,married,professional.course,no,no,no,telephone,jun,fri,2063,1,1020,0,nonexistent,1.4,95.5,-43.3,4.95,5212.41,no
530,33,self-employed,divorced,professional.course,no,no,no,telephone,may,thu,250,1,986,0,nonexistent,1.1,95.21,-34.79,4.85,5144.28,no
531,29,blue-collar,married,basic.9y,no,no,yes,cellular,may,wed,865,0,977,0,nonexistent,-1.8,88.8,-44.58,1.34,5063.4,yes
532,41,technician,single,unknown,no,yes,no,cellular,aug,tue,151,0,988,1,failure,-2.9,90.17,-31.87,0.88,5167.57,no
533,30,admin.,single,university.degree,no,yes,no,cellular,aug,thu,61,2,972,0,nonexistent,1.4,91.66,-37,5.15,4982.37,no
534,34,management,married,university.degree,no,yes,yes,telephone,nov,wed,1940,3,563,6,success,-0.1,89.69,-51.77,1.75,5095.59,no
535,31,admin.,single,high.school,no,no,no,cellular,jul,thu,87,0,1043,0,nonexistent,1.4,91.19,-44.74,4.71,5144.45,no
536,37,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,8,1,276,6,nonexistent,1.4,92.7,-34.2,3.86,5000.93,no
537,31,technician,single,university.degree,no,unknown,unknown,telephone,apr,tue,4468,1,759,3,success,-1.8,89.91,-39.49,4.43,5126.28,no
538,29,student,single,basic.9y,no,no,yes,cellular,aug,wed,141,1,6,3,failure,-1.7,98.35,-39.44,0.92,5196.25,yes
539,32,management,married,university.degree,no,yes,no,cellular,aug,tue,129,0,999,0,nonexistent,1.4,94.75,-35.48,4.93,5170.59,no
540,30,admin.,single,university.degree,no,no,no,cellular,may,tue,40,0,988,0,nonexistent,-1.8,96.42,-48,1.32,4956.32,no
541,53,unemployed,married,university.degree,unknown,no,yes,cellular,jul,fri,120,1,964,0,nonexistent,1.4,96.45,-43.29,5.2,5207.18,no
542,24,admin.,married,university.degree,no,yes,no,cellular,apr,mon,16,1,573,6,failure,-1.8,91.99,-40.13,4.98,4962.69,no
543,28,blue-collar,divorced,high.school,no,yes,no,telephone,may,mon,2500,0,690,2,nonexistent,1.1,94.79,-38.12,1.82,5310.3,no
544,30,admin.,married,high.school,no,yes,yes,telephone,jun,fri,4291,4,48,5,success,1.4,95.1,-41.93,4.41,5066.67,no
545,36,technician,married,professional.course,no,yes,no,cellular,sep,thu,1047,1,7,6,success,-1.1,97.19,-51.97,0.64,5126.68,no
546,59,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,656,4,974,0,nonexistent,1.4,92.41,-37.79,4.96,5071.25,no
547,31,technician,single,high.school,no,yes,no,cellular,aug,thu,3071,2,366,0,nonexistent,1.4,91.93,-35.64,2.54,5021.56,no
548,50,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,3871,1,334,1,success,1.1,87.82,-45.6,2.61,5118.52,no
549,40,admin.,married,university.degree,unknown,no,no,cellular,nov,wed,1837,1,294,1,nonexistent,-0.1,89.56,-49.79,0.94,5079.42,no
550,49,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,815,2,31,0,failure,1.4,92.81,-37.15,3.66,5431.58,no
551,33,technician,married,university.degree,no,yes,yes,telephone,jul,thu,251,6,885,4,nonexistent,1.4,95.28,-32.05,2.51,4892.16,no
552,26,admin.,married,high.school,no,no,yes,cellular,may,wed,3881,2,227,4,success,-1.8,89.93,-34.21,2.19,5375.07,yes
553,54,housemaid,married,professional.course,no,yes,no,telephone,may,tue,143,4,1025,0,nonexistent,-1.8,96.51,-46.8,1.31,5236.77,no
554,29,blue-collar,single,high.school,no,yes,no,cellular,jul,tue,2607,1,482,4,success,1.4,97.08,-49.61,4.41,5372.38,yes
555,39,retired,divorced,basic.4y,no,yes,no,cellular,may,tue,189,1,1030,0,nonexistent,-1.8,92.89,-48.46,1.3,5017.51,no
556,39,self-employed,married,university.degree,no,no,no,cellular,jul,fri,745,0,328,4,nonexistent,1.4,92.52,-26.28,1.4,5413.97,no
557,34,admin.,single,university.degree,no,yes,no,cellular,apr,mon,278,0,1034,0,nonexistent,-1.8,94.65,-46.2,1.45,5119.49,no
558,45,technician,married,professional.course,no,yes,no,telephone,may,thu,529,2,980,0,nonexistent,1.1,95.68,-36.69,4.84,5139.09,no
559,43,self-employed,married,university.degree,no,no,no,telephone,jul,wed,194,1,1034,0,nonexistent,1.4,95.42,-40.94,4.86,5107.85,no
560,41,management,married,university.degree,no,yes,no,cellular,nov,tue,179,1,1018,0,nonexistent,-0.1,91.61,-42.63,4.27,5112.66,no
561,52,technician,married,unknown,no,no,no,cellular,may,tue,90,1,949,0,nonexistent,-1.8,92.8,-45.78,1.39,4849.24,no
562,67,retired,unknown,high.school,yes,yes,unknown,cellular,dec,thu,208,48,1006,0,nonexistent,-1.8,93.35,-44.72,1.31,5272.46,yes
563,25,student,single,high.school,unknown,yes,no,cellular,may,wed,292,0,952,1,failure,-1.8,97.16,-45.92,1.29,5252.07,no
564,31,admin.,married,university.degree,no,yes,no,cellular,nov,wed,802,1,962,1,failure,-0.1,94.59,-42.71,4.01,4972.38,no
565,39,management,married,unknown,no,yes,no,cellular,may,fri,160,4,1037,1,failure,-1.8,96.33,-45.18,1.29,5165.38,no
566,48,technician,divorced,university.degree,no,yes,no,telephone,nov,thu,30,0,981,0,nonexistent,-0.1,91.52,-42.88,4.09,5164.62,no
567,79,admin.,unknown,illiterate,yes,yes,unknown,telephone,jul,fri,116,19,1006,0,nonexistent,1.4,96.54,-40.77,4.96,5029.43,yes
568,60,retired,married,basic.4y,no,no,no,telephone,jun,tue,160,0,969,0,nonexistent,1.4,95.59,-40.37,5.09,5045.11,no
569,29,admin.,single,university.degree,no,yes,no,telephone,may,tue,4009,2,372,3,success,1.1,97.11,-34.85,4.14,5305.94,no
570,29,technician,single,university.degree,unknown,no,no,telephone,may,fri,346,0,960,0,nonexistent,1.1,92.11,-35.23,5.07,5206.57,no
571,35,technician,single,professional.course,no,no,no,cellular,mar,mon,189,1,1033,0,nonexistent,-1.8,90.38,-33.05,0.68,4948.59,no
572,41,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,117,3,1013,0,nonexistent,1.1,94.83,-38.11,4.66,5061.22,no
573,52,self-employed,divorced,university.degree,no,yes,no,cellular,nov,mon,122,1,1047,0,nonexistent,-0.1,93.66,-42.25,4.01,5024.33,no
574,46,blue-collar,unknown,university.degree,unknown,unknown,yes,cellular,oct,tue,1137,20,1040,1,failure,-1.8,97.16,-47.35,1.38,5134.79,yes
575,35,admin.,married,high.school,no,yes,no,telephone,jun,wed,331,0,955,0,nonexistent,1.4,91.72,-42.84,4.84,5327.43,no
576,49,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,fri,142,0,974,0,nonexistent,1.4,97.29,-43.85,4.83,5254.24,no
577,24,unemployed,single,university.degree,no,no,yes,telephone,may,tue,122,2,954,0,nonexistent,1.1,91.83,-35.78,5,5196.19,no
578,30,technician,single,professional.course,no,yes,no,cellular,jul,thu,129,0,1013,0,nonexistent,1.4,94.01,-42.31,5.05,5060.8,no
579,40,admin.,married,university.degree,no,yes,no,cellular,aug,tue,2146,0,103,0,failure,-2.9,90.1,-39.36,4.43,5014.32,yes
580,48,admin.,unknown,basic.4y,no,no,yes,cellular,may,mon,12,6,978,0,nonexistent,-0.1,90.59,-42.84,3.87,5419.21,no
581,27,admin.,single,university.degree,no,yes,no,cellular,aug,tue,117,5,1015,0,nonexistent,1.4,96.8,-37,4.9,5081.71,no
582,31,admin.,single,professional.course,no,yes,no,cellular,mar,tue,156,1,1044,0,nonexistent,-1.8,91.82,-47.5,1.63,5226.57,no
583,32,self-employed,married,basic.9y,no,no,no,telephone,may,fri,102,1,1023,0,nonexistent,1.1,97.56,-37.71,4.81,4983.35,no
584,42,technician,married,professional.course,no,yes,no,telephone,may,mon,738,2,492,1,nonexistent,1.1,92.61,-43.19,4.77,5090.01,no
585,30,admin.,married,university.degree,no,yes,no,cellular,nov,thu,1440,1,914,2,failure,-0.1,91.71,-35.24,4.64,5163.83,no
586,23,student,single,high.school,no,no,no,cellular,jun,wed,297,6,6,1,success,-1.7,91.42,-38.64,0.73,4826.87,yes
587,46,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,128,0,1032,0,nonexistent,1.4,89.93,-43.01,5.01,5259.46,no
588,29,admin.,married,university.degree,unknown,yes,no,cellular,nov,thu,162,0,991,0,nonexistent,-0.1,95.06,-41.28,3.96,5190.6,no
589,38,admin.,single,university.degree,no,no,no,telephone,may,tue,4305,2,289,3,failure,1.1,95.55,-42.69,2.49,5045.27,no
590,26,admin.,divorced,basic.9y,no,no,no,cellular,jul,mon,3953,2,781,1,success,1.4,89.45,-30.86,2.3,4920.4,no
591,40,blue-collar,divorced,basic.6y,no,no,no,telephone,may,fri,2638,1,519,6,nonexistent,1.1,91.25,-28.87,4.67,5319.97,no
592,38,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,663,2,986,2,failure,1.4,89.77,-34.24,1.79,5233.22,no
593,32,management,single,university.degree,no,no,no,cellular,jun,thu,1045,1,1002,0,nonexistent,-2.9,97.61,-39.12,1.22,5243.71,no
594,47,self-employed,married,professional.course,no,yes,no,telephone,mar,tue,115,0,1028,0,nonexistent,-1.8,96.91,-36.15,0.6,5123.9,yes
595,49,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,wed,305,2,995,0,nonexistent,1.4,97.67,-42.59,4.8,4992.83,no
596,33,unknown,unknown,university.degree,no,no,no,telephone,may,fri,608,3,1024,0,nonexistent,1.1,93.99,-36.8,4.78,5154.66,yes
597,41,admin.,married,university.degree,no,no,no,cellular,nov,mon,219,2,965,0,nonexistent,-0.1,91.42,-43.68,4.23,5299.71,no
598,44,admin.,married,university.degree,no,no,no,cellular,may,thu,215,1,957,0,nonexistent,-1.8,91.12,-47.95,1.36,5017.51,no
599,37,technician,married,university.degree,unknown,yes,yes,cellular,aug,mon,105,3,1028,0,nonexistent,1.4,96.52,-35.37,5.01,5332.66,no
600,74,retired,married,basic.4y,no,yes,no,telephone,sep,thu,2106,1,973,0,nonexistent,-3.4,96.25,-31.17,0.8,5087.74,no
601,30,technician,single,university.degree,no,no,no,telephone,jun,thu,2443,0,266,2,nonexistent,1.4,97.68,-48.88,1.45,5063.53,no
602,19,student,single,unknown,no,yes,no,telephone,may,wed,493,4,957,0,nonexistent,-1.8,96.22,-38.96,0.7,5018.71,yes
603,60,admin.,married,high.school,no,yes,yes,cellular,jul,thu,3812,1,264,6,failure,-1.7,94.53,-34.04,0.65,4854.56,yes
604,41,self-employed,married,university.degree,unknown,yes,no,telephone,jun,wed,1829,0,533,3,failure,1.4,97.35,-41.87,2.77,5204.26,no
605,58,unemployed,married,basic.9y,no,yes,yes,cellular,oct,fri,144,0,1019,0,nonexistent,-1.1,97.91,-47.61,0.94,4899.07,no
606,54,housemaid,single,unknown,no,no,yes,cellular,oct,thu,3168,5,72,3,nonexistent,1.4,92.02,-32.32,3.5,5012.57,no
607,60,technician,single,professional.course,no,yes,yes,telephone,jun,fri,40,3,1035,0,nonexistent,1.4,95.4,-42.67,5.05,5384.94,no
608,39,services,married,basic.6y,unknown,yes,no,telephone,may,mon,141,1,276,2,nonexistent,1.1,94.72,-44.29,3.56,5182.98,no
609,55,self-employed,married,high.school,no,yes,no,cellular,aug,thu,857,3,374,3,success,1.4,94.66,-45.27,1.12,5125.77,no
610,56,housemaid,married,basic.4y,unknown,yes,yes,cellular,aug,mon,57,5,1046,0,nonexistent,1.4,95.12,-37,4.73,5181.04,no
611,40,retired,married,basic.9y,unknown,no,no,telephone,jun,mon,65,2,1040,0,nonexistent,1.4,98.62,-43.34,4.71,5160.13,no
612,72,retired,married,university.degree,no,yes,no,cellular,aug,mon,1192,3,657,0,nonexistent,-2.9,88.25,-30.38,2.19,5259.09,no
613,31,technician,married,professional.course,no,yes,no,cellular,may,wed,3725,6,529,2,success,-1.8,96.31,-35.16,3.89,5122.56,no
